Show_Id,Title,Type,Director,Cast,Category,Country,Duration,Duration_type,DURATION_VALUE,Duration1,Rating,Age Group,Year,Quarter,Month,Day
s1081,Brave New Jersey,"Comedies, Independent Movies",Jody Lambert,"Tony Hale, Anna Camp, Sam Jaeger, Heather Burns, Dan Bakkedahl, Raymond J. Barry, Erika Alexander, Mel Rodriguez, Evan Jonigkeit, Grace Kaufman",Movie,United States,92 min,Minutes,92,92 min,TV-MA,ADULTS,2017,Qtr 4,December,15
s1082,Braven,Action & Adventure,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang, Sasha Rosoff, Sala Baker, Fraser Aitcheson, Teach Grant, Glenn Ennis, Todd Scott, Zahn McClarnon, Brendan Fletcher",Movie,Canada,94 min,Minutes,94,94 min,R,ADULTS,2020,Qtr 4,December,17
s1083,Braxton Family Values,Reality TV,Unknown,"Toni Braxton, Trina Braxton, Traci Braxton, Towanda Braxton, Tamar Braxton",TV Show,United States,2 Seasons,Seasons,2,2 seasons,TV-PG,TEENS,2020,Qtr 1,February,15
s1084,Bread Barbershop,"Kids' TV, TV Comedies",Unknown,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim",TV Show,Unknown,1 Season,Seasons,1,1 season,TV-Y,KIDS,2020,Qtr 3,August,15
s1085,Break,"Comedies, Dramas, International Movies",Marc Fouchard,"Sabrina Ouazani, Kévin Mischel, Hassam Ghancy, Slimane, Maxime Pambet, Camille Japy, Christophe Reymond",Movie,"France, Belgium",96 min,Minutes,96,96 min,TV-MA,ADULTS,2020,Qtr 4,December,3
s1086,BREAK IT ALL: The History of Rock in Latin America,"Docuseries, Spanish-Language TV Shows",Picky Talarico,Unknown,TV Show,Unknown,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2020,Qtr 4,December,16
s1087,Break Ke Baad,"Comedies, International Movies, Music & Musicals",Danish Aslam,"Imran Khan, Deepika Padukone, Shahana Goswami, Lillete Dubey, Sharmila Tagore, Navin Nischol, Parzan Dastur, Neelu Kohli, Ziyah Vastani, Yudhishtir Urs, Grady McGahan",Movie,India,108 min,Minutes,108,108 min,TV-14,TEENS,2020,Qtr 4,November,19
s1088,Break Up 100,"Comedies, International Movies, Romantic Movies",Lawrence Cheng,"Ekin Cheng, Chrissie Chow, Ivana Wong, Jase Ho, Alex Lam, Wen Xin, Miriam Chin Wah Yeung, Eric Kot, Kar Lok Chin",Movie,Hong Kong,105 min,Minutes,105,105 min,TV-14,TEENS,2018,Qtr 4,December,1
s1089,"Breakfast, Lunch & Dinner",Docuseries,Unknown,"David Chang, Seth Rogen, Chrissy Teigen, Lena Waithe, Kate McKinnon",TV Show,United States,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2019,Qtr 4,October,23
s109,3Below: Tales of Arcadia,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Unknown,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",TV Show,United States,2 Seasons,Seasons,2,2 seasons,TV-Y7,KIDS,2019,Qtr 3,July,12
s1090,Breaking Bad,"Crime TV Shows, TV Dramas, TV Thrillers",Unknown,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito",TV Show,United States,5 Seasons,Seasons,5,5 seasons,TV-MA,ADULTS,2013,Qtr 3,August,2
s1091,Breaking Free,"Documentaries, International Movies, LGBTQ Movies",Sridhar Rangayan,Sridhar Rangayan,Movie,India,81 min,Minutes,81,81 min,TV-MA,ADULTS,2017,Qtr 4,December,15
s1092,Breaking the Bank,"Comedies, International Movies",Vadim Jean,"Kelsey Grammer, Tamsin Greig, John Michael Higgins, Mathew Horne, Pearce Quigley, Togo Igawa, Sonya Cassidy, Julie Dray, Danny Morgan, Andrew Sachs",Movie,United Kingdom,105 min,Minutes,105,105 min,TV-PG,TEENS,2020,Qtr 1,January,1
s1093,Breakout,"International TV Shows, TV Dramas",Unknown,"Jeanette Aw, Elvin Ng, Zhou Ying, Christopher Lee, Dai Xiangyu, Guo Liang",TV Show,Unknown,1 Season,Seasons,1,1 season,TV-14,TEENS,2017,Qtr 3,July,1
s1094,Breath,"Dramas, Sports Movies",Simon Baker,"Samson Coulter, Ben Spence, Simon Baker, Elizabeth Debicki, Richard Roxburgh, Rachael Blake, Jacek Koman",Movie,Australia,116 min,Minutes,116,116 min,TV-MA,ADULTS,2018,Qtr 4,December,5
s1095,Brené Brown: The Call to Courage,Documentaries,Sandra Restrepo,Brené Brown,Movie,Unknown,77 min,Minutes,77,77 min,TV-14,TEENS,2019,Qtr 2,April,19
s1096,Brews Brothers,TV Comedies,Unknown,"Alan Aisenberg, Mike Castle, Carmen Flood, Marques Ray",TV Show,United States,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2020,Qtr 2,April,10
s1097,Brian Regan: Nunchucks and Flamethrowers,Stand-Up Comedy,Troy Miller,Brian Regan,Movie,United States,61 min,Minutes,61,61 min,TV-PG,TEENS,2017,Qtr 4,November,21
s1098,Brick,"Independent Movies, Thrillers",Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White",Movie,United States,110 min,Minutes,110,110 min,R,ADULTS,2018,Qtr 3,September,1
s1099,Bride For Rent,"Comedies, International Movies, Romantic Movies",Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Movie,Philippines,110 min,Minutes,110,110 min,TV-PG,TEENS,2019,Qtr 1,February,27
s11,1922,"Dramas, Thrillers",Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",Movie,United States,103 min,Minutes,103,103 min,TV-MA,ADULTS,2017,Qtr 4,October,20
s110,40 Sticks,"International Movies, Thrillers",Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Movie,Kenya,93 min,Minutes,93,93 min,TV-14,TEENS,2020,Qtr 4,November,20
s1100,Bridezilla,"Comedies, Dramas, International Movies",Andibachtiar Yusuf,"Jessica Mila, Rio Dewanto, Sheila Dara, Rafael Tan, Widyawati, Aimee Saras, Rukman Rosadi, Lucinta Luna",Movie,Indonesia,94 min,Minutes,94,94 min,TV-MA,ADULTS,2020,Qtr 4,December,24
s1101,Bridgerton,"Romantic TV Shows, TV Dramas",Unknown,"Adjoa Andoh, Julie Andrews, Lorraine Ashbourne, Jonathan Bailey, Ruby Barker, Sabrina Bartlett, Harriet Cains, Bessie Carter, Nicola Coughlan, Phoebe Dynevor, Ruth Gemmell, Florence Hunt, Claudia Jessie, Ben Miller, Luke Newton, Regé-Jean Page, Golda Rosheuvel, Luke Thompson, Will Tilston, Polly Walker",TV Show,United States,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2020,Qtr 4,December,25
s1102,Bridget Christie: Stand Up for Her,Stand-Up Comedy,Unknown,Bridget Christie,Movie,United Kingdom,51 min,Minutes,51,51 min,TV-MA,ADULTS,2017,Qtr 1,March,31
s1103,Bright,"Action & Adventure, Sci-Fi & Fantasy",David Ayer,"Will Smith, Joel Edgerton, Noomi Rapace, Lucy Fry, Edgar Ramírez, Ike Barinholtz, Brad William Henke, Enrique Murciano, Happy Anderson, Kenneth Choi, Andrea Navedo, Dawn Olivieri",Movie,United States,118 min,Minutes,118,118 min,TV-MA,ADULTS,2017,Qtr 4,December,22
s1104,Bright: The Music Videos,TV Shows,David Ayer,"Bastille, Machine Gun Kelly, Bebe Rexha, X Ambassadors, Logic, Rag’n’Bone Man",TV Show,Unknown,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2017,Qtr 4,November,23
s1105,Brij Mohan Amar Rahe,"Comedies, Dramas, International Movies",Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",Movie,India,100 min,Minutes,100,100 min,TV-MA,ADULTS,2018,Qtr 3,August,4
s1106,"Bring It On, Ghost","International TV Shows, Korean TV Shows, Romantic TV Shows",Park Joon-hwa,"Taecyeon, Kim So-hyun, Kwon Yul, Kim Sang-ho, Kang Ki-young, Lee Da-wit, Kim Min-sang, Yun Seo-hyun",TV Show,South Korea,1 Season,Seasons,1,1 season,TV-14,TEENS,2019,Qtr 4,October,30
s1107,Bring It On: Worldwide Showdown,Comedies,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",Movie,United States,95 min,Minutes,95,95 min,PG-13,TEENS,2017,Qtr 3,August,29
s1108,Bringing Sexy Back,"International TV Shows, Reality TV",Unknown,Samantha Armstrong,TV Show,Unknown,1 Season,Seasons,1,1 season,TV-14,TEENS,2019,Qtr 4,October,2
s1109,Broadchurch,"British TV Shows, Crime TV Shows, International TV Shows",Unknown,"David Tennant, Olivia Colman, Andrew Buchan, Jodie Whittaker, Arthur Darvill, Jonathan Bailey, Carolyn Pickles, Adam Wilson, Charlotte Beaumont, Simone McAullay, Tanya Franks, Pauline Quirke, Phoebe Waller-Bridge, Marianne Jean-Baptiste, Charlotte Rampling, Eve Myles, James D'Arcy, Susan Brown, Vicky McClure, Will Mellor, David Bradley",TV Show,United Kingdom,3 Seasons,Seasons,3,3 seasons,TV-MA,ADULTS,2017,Qtr 4,November,27
s111,42 Grams,Documentaries,Jack C. Newell,Jake Bickelhaupt,Movie,United States,81 min,Minutes,81,81 min,TV-MA,ADULTS,2018,Qtr 1,February,1
s1110,Broken,Docuseries,Unknown,Unknown,TV Show,United States,1 Season,Seasons,1,1 season,TV-14,TEENS,2019,Qtr 4,November,27
s1111,Bromance,"International TV Shows, Romantic TV Shows, TV Comedies",Unknown,"Baron Chen, Megan Lai, Bii, Katie Chen, Sean Lee",TV Show,Taiwan,1 Season,Seasons,1,1 season,TV-PG,TEENS,2016,Qtr 4,December,1
s1112,Brooklyn's Finest,"Dramas, Thrillers",Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green",Movie,United States,133 min,Minutes,133,133 min,R,ADULTS,2018,Qtr 4,October,1
s1113,Brother,"Dramas, Independent Movies, International Movies",Julien Abraham,"MHD, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",Movie,France,97 min,Minutes,97,97 min,TV-MA,ADULTS,2019,Qtr 4,November,22
s1114,Brother in Love,"Comedies, International Movies, Romantic Movies",Onur Bilgetay,"Cem Gelinoğlu, Melis Babadag, Ege Kökenli, Müfit Kayacan, Lale Başar, Ali Erkazan, Özlem Çakar, Selen Domaç, Ferdi Sancar, Güven Hokna",Movie,Turkey,110 min,Minutes,110,110 min,TV-MA,ADULTS,2019,Qtr 4,October,4
s1115,Brother's Shadow,"Dramas, Independent Movies",Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",Movie,United States,90 min,Minutes,90,90 min,TV-MA,ADULTS,2017,Qtr 3,September,1
s1116,Brotherhood,"Crime TV Shows, International TV Shows, TV Dramas",Unknown,"Naruna Costa, Seu Jorge, Hermila Guedes, Lee Taylor, Danilo Grangheia, Wesley Guimarães, Pedro Wagner",TV Show,Brazil,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2019,Qtr 4,October,25
s1117,Brotherhood of Blades II: The Infernal Battlefield,"Action & Adventure, International Movies",Lu Yang,"Chang Chen, Yang Mi, Zhang Yi, Lei Jiayin, Xin Zhilei, Shih Chieh King",Movie,China,120 min,Minutes,120,120 min,TV-MA,ADULTS,2018,Qtr 4,November,28
s1118,Brothers,"Action & Adventure, Dramas, International Movies",Karan Malhotra,"Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana",Movie,"India, United States",155 min,Minutes,155,155 min,TV-14,TEENS,2020,Qtr 2,April,1
s1119,Brown Nation,TV Comedies,Unknown,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",TV Show,United States,1 Season,Seasons,1,1 season,TV-14,TEENS,2016,Qtr 4,November,15
s112,44 Cats,Kids' TV,Unknown,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",TV Show,Italy,2 Seasons,Seasons,2,2 seasons,TV-Y7,KIDS,2020,Qtr 4,October,1
s1120,Bruno and Boots: Go Jump in the Pool,"Children & Family Movies, Comedies",Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Hannah Vandenbygaart, Kiana Madeira, Joshua Kilimnik, Drew Haytaoglu, Isiah Lea, Scott Thompson, Caroline Rhea",Movie,Canada,91 min,Minutes,91,91 min,TV-PG,TEENS,2017,Qtr 2,June,24
s1121,Bruno and Boots: The Wizzle War,"Children & Family Movies, Comedies",Vivieno Caldinelli,"Jonny Gray, Callan Potter, Matt Baram, Caroline Rhea, Kiana Madeira",Movie,Canada,90 min,Minutes,90,90 min,TV-PG,TEENS,2017,Qtr 3,July,1
s1122,Bruno and Boots: This Can't Be Happening at Macdonald Hall,"Children & Family Movies, Comedies",Vivieno Caldinelli,"Jonny Gray, Callan Potter, Peter Keleghan, Caroline Rhea",Movie,Canada,90 min,Minutes,90,90 min,TV-PG,TEENS,2017,Qtr 2,June,24
s1123,Bucket List,"Dramas, International Movies",Tejas Prabha Vijay Deoskar,"Madhuri Dixit, Sumeet Raghvan, Renuka Shahane, Milind Pathak, Vandana Gupte, Pradeep Velankar, Shubha Khote, Resham Tipnis",Movie,India,129 min,Minutes,129,129 min,TV-14,TEENS,2018,Qtr 4,November,5
s1124,Budapest,"Comedies, International Movies",Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson",Movie,"France, Belgium",103 min,Minutes,103,103 min,TV-MA,ADULTS,2019,Qtr 1,March,1
s1125,Buddha,"International TV Shows, TV Dramas",Unknown,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",TV Show,Unknown,1 Season,Seasons,1,1 season,TV-PG,TEENS,2018,Qtr 2,April,1
s1126,Buddi,"British TV Shows, Kids' TV",Unknown,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin",TV Show,"United Kingdom, China",2 Seasons,Seasons,2,2 seasons,TV-Y,KIDS,2020,Qtr 3,September,11
s1127,Buddies,"Comedies, Dramas, Independent Movies",Marcelo Galvão,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Movie,Brazil,103 min,Minutes,103,103 min,TV-MA,ADULTS,2019,Qtr 1,February,15
s1128,Buddy Thunderstruck,"Kids' TV, TV Comedies",Unknown,"Brian Atkinson, Ted Raimi, Harry Chaskin, Justin Michael, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",TV Show,United States,1 Season,Seasons,1,1 season,TV-Y7,KIDS,2017,Qtr 1,March,10
s1129,Buddy Thunderstruck: The Maybe Pile,Movies,Harry Chaskin,"Brian Atkinson, Ted Raimi, Harry Chaskin, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",Movie,United States,14 min,Minutes,14,14 min,TV-Y7,KIDS,2017,Qtr 3,July,14
s113,45 rpm,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Unknown,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",TV Show,Spain,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2019,Qtr 3,August,16
s1130,Budhia Singh: Born to Run,"Dramas, Independent Movies, International Movies",Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",Movie,India,95 min,Minutes,95,95 min,TV-MA,ADULTS,2020,Qtr 3,July,5
s1131,Buffalo Boys,"Action & Adventure, International Movies",Mike Wiluan,"Yoshua Sudarso, Ario Bayu, Pevita Pearce, Tio Pakusadewo, Reinout Bussemaker, Mikha Tambayong, Happy Salma, Alex Abbad, Zack Lee",Movie,"Indonesia, Singapore",103 min,Minutes,103,103 min,TV-MA,ADULTS,2019,Qtr 2,April,12
s1132,Bugs,"Documentaries, International Movies",Andreas Johnsen,Unknown,Movie,"Netherlands, Denmark, France, Germany",73 min,Minutes,73,73 min,TV-G,KIDS,2018,Qtr 1,February,20
s1133,Bulbbul,"Horror Movies, International Movies",Anvita Dutt,"Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chatterjee, Paoli Dam, Veera Kapur Ee",Movie,India,94 min,Minutes,94,94 min,TV-MA,ADULTS,2020,Qtr 2,June,24
s1134,Bulbul Can Sing,"Dramas, Independent Movies, International Movies",Rima Das,"Arnali Das, Manoranjan Das, Banita Thakuriya, Manabendra Das, Deepjyoti Kalita, Pakija Begum",Movie,India,95 min,Minutes,95,95 min,TV-14,TEENS,2020,Qtr 1,January,15
s1135,Bullet Head,"International Movies, Thrillers","Paul Solet, Rick Benattar","Adrien Brody, John Malkovich, Rory Culkin, Antonio Banderas, Ori Pfeffer, Alexandra Dinu, Owen Davis, Deyan Petrov",Movie,"Bulgaria, United States",94 min,Minutes,94,94 min,R,ADULTS,2018,Qtr 1,March,7
s1136,Bulletproof 2,"Action & Adventure, Comedies",Don Michael Paul,"Faizon Love, Kirk Fox, Tony Todd, Pearl Thusi, Cassie Clare, Fiona Ramsey, Neels Clasen, Roxy Nel",Movie,United States,97 min,Minutes,97,97 min,TV-MA,ADULTS,2020,Qtr 1,January,9
s1137,Bullitt County,"Independent Movies, Thrillers",David McCracken,"Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",Movie,United States,98 min,Minutes,98,98 min,TV-MA,ADULTS,2019,Qtr 2,June,1
s1138,Bully,Documentaries,Lee Hirsch,Unknown,Movie,United States,98 min,Minutes,98,98 min,PG-13,TEENS,2020,Qtr 3,September,29
s1139,Bumping Mics with Jeff Ross & Dave Attell,"Stand-Up Comedy & Talk Shows, TV Comedies",Unknown,"Jeff Ross, Dave Attell",TV Show,United States,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2018,Qtr 4,November,27
s114,48 Christmas Wishes,"Children & Family Movies, Comedies","Marco Deufemia, Justin G. Dyck","Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam MacDonald, Matt Schichter, Ethan Yang, Adam Crew",Movie,Canada,84 min,Minutes,84,84 min,TV-G,KIDS,2017,Qtr 4,December,20
s1140,Bunk'd,"Kids' TV, TV Comedies",Unknown,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",TV Show,United States,4 Seasons,Seasons,4,4 seasons,TV-G,KIDS,2020,Qtr 3,August,24
s1141,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",Kids' TV,Unknown,Unknown,TV Show,Unknown,1 Season,Seasons,1,1 season,TV-PG,TEENS,2018,Qtr 1,March,31
s1142,Burlesque,"Dramas, Romantic Movies",Steve Antin,"Cher, Christina Aguilera, Alan Cumming, Eric Dane, Cam Gigandet, Julianne Hough, Peter Gallagher, Kristen Bell, Stanley Tucci, Dianna Agron",Movie,United States,119 min,Minutes,119,119 min,PG-13,TEENS,2019,Qtr 4,December,16
s1143,Burlesque: Heart of the Glitter Tribe,Documentaries,Jon Manning,Unknown,Movie,United States,76 min,Minutes,76,76 min,TV-MA,ADULTS,2017,Qtr 2,June,1
s1144,Burn Out,"Action & Adventure, International Movies",Yann Gozlan,"Olivier Rabourdin, François Civil, Manon Azem, Samuel Jouy, Narcisse Mame, Naël Rabia, Sam Louwyck, Luc Schwarz, Mario Magalhaes, Marc-Antoine Duquenne",Movie,"France, Belgium",104 min,Minutes,104,104 min,TV-MA,ADULTS,2019,Qtr 1,March,15
s1145,Burned Cocoon,"International TV Shows, TV Dramas",Unknown,"Yavuz Bingöl, Basak Köklükaya, Çolpan Ilhan, Mustafa Alabora, Sedef Avcı, Ayça İnci, Tuncer Necmioğlu, Serdar Özer",TV Show,Turkey,1 Season,Seasons,1,1 season,TV-MA,ADULTS,2017,Qtr 2,April,1
s1146,Burning,"Dramas, Independent Movies, International Movies",Lee Chang-dong,"Yoo Ah-in, Steven Yeun, Jun Jong-seo, Kim Soo-kyung, Moon Sung-keun, ChoI Seung-ho",Movie,"South Korea, Japan",148 min,Minutes,148,148 min,TV-MA,ADULTS,2019,Qtr 2,April,29
s1147,Burning Cane,Dramas,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",Movie,United States,78 min,Minutes,78,78 min,TV-MA,ADULTS,2019,Qtr 4,November,6
s1148,Burning Sands,"Dramas, Independent Movies",Gerard McMurray,"Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John",Movie,United States,102 min,Minutes,102,102 min,TV-MA,ADULTS,2017,Qtr 1,March,10
s1149,Burnistoun,"British TV Shows, TV Comedies",Unknown,"Iain Connell, Robert Florence, Kirsty Strain, Richard Rankin, Allan Miller, Louise Stewart",TV Show,United Kingdom,2 Seasons,Seasons,2,2 seasons,TV-MA,ADULTS,2019,Qtr 1,March,15
s115,4L,"Comedies, Dramas, Independent Movies",Gerardo Olivares,"Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen",Movie,Spain,105 min,Minutes,105,105 min,TV-MA,ADULTS,2019,Qtr 3,July,12
s1150,Bushwick,"Action & Adventure, Independent Movies","Cary Murnion, Jonathan Milott","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris, Myra Lucretia Taylor, Arturo Castro, Christian Navarro",Movie,United States,94 min,Minutes,94,94 min,TV-MA,ADULTS,2017,Qtr 4,November,24
s1151,Busted!,"Crime TV Shows, International TV Shows, Korean TV Shows",Unknown,"Yoo Jae-suk, Ahn Jae-wook, Kim Jong-min, Lee Kwang-soo, Park Min-young, Sehun, Kim Se-jeong",TV Show,South Korea,2 Seasons,Seasons,2,2 seasons,TV-14,TEENS,2019,Qtr 4,November,8
s1152,Buster's Mal Heart,"Independent Movies, Thrillers",Sarah Adina Smith,"Rami Malek, DJ Qualls, Kate Lyn Sheil, Sukha Belle Potter, Toby Huss, Lin Shaye, Mark Kelly, Bruce Bundy, Teresa Yenque, Sandra Ellis Lafferty, Nicholas Pryor",Movie,United States,98 min,Minutes,98,98 min,TV-MA,ADULTS,2017,Qtr 3,August,26
s1153,Butterfield 8,"Classic Movies, Dramas, Romantic Movies",Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",Movie,United States,108 min,Minutes,108,108 min,TV-14,TEENS,2019,Qtr 4,November,1
s1154,BuyBust,"Action & Adventure, International Movies",Erik Matti,"Anne Curtis, Brandon Vera, Victor Neri, Arjo Atayde, Levi Ignacio, Alex Calleja, Lao Rodriguez, Joross Gamboa, Ricky Pascua, Nonie Buencamino",Movie,Philippines,128 min,Minutes,128,128 min,TV-MA,ADULTS,2018,Qtr 4,November,13
